technician,0.0018497947272032602
accountant,0.0016222984341115706
supervisor,0.0019074199038468214
engineer,0.002179445321025374
worker,0.0016854106319332453
educator,0.00152241123104435
clerk,0.0019501664036109352
counselor,0.002713984866159242
inspector,0.0019825582402456703
mechanic,0.002613426527518821
manager,0.0035298405168743734
therapist,0.002076129472128438
administrator,0.00148719485544225
salesperson,0.001239936971155351
receptionist,0.0015580026280413329
librarian,0.001946034380549637
advisor,0.0023521324917939205
pharmacist,0.002647787650709051
janitor,0.0027141842553624045
psychologist,0.0025130090340176508
physician,0.0024579564023272413
carpenter,0.004203244884667448
nurse,0.001945231732948818
investigator,0.0017041633986069212
bartender,0.001985914766576367
specialist,0.0029402568246970403
electrician,0.002552219981400569
officer,0.0014020887558146302
pathologist,0.00151081102174372
teacher,0.0014178685021994384
lawyer,0.0019388249760420725
planner,0.003825234348663655
practitioner,0.002527596687506951
plumber,0.001954410424011883
instructor,0.0016738503004732504
surgeon,0.002482493152822043
veterinarian,0.0021571247603121182
paramedic,0.0013114633933505116
examiner,0.0017602944289238005
chemist,0.003159506040960019
machinist,0.002248986335835848
appraiser,0.0015759544440435774
nutritionist,0.001132705457694166
architect,0.0018267750315818921
hairdresser,0.0012240036526608724
baker,0.002830843060042087
programmer,0.003029431312533883
paralegal,0.0015687246763833474
hygienist,0.001725533678862548
scientist,0.002107299519603362
dispatcher,0.0025167651872193687
cashier,0.001401231806473376
auditor,0.002345543314977898
dietitian,0.0014716153467253
painter,0.0020647914384183527
broker,0.002625977865741772
chef,0.0019104981337577855
doctor,0.0022690618589679542
firefighter,0.0016720430706743687
secretary,0.0023397449072569735
