technician,7.085104429849104e-05
accountant,7.782966640920407e-05
supervisor,7.526306070891137e-05
engineer,9.401073659442076e-05
worker,8.772106781548876e-05
educator,8.649673326159712e-05
clerk,0.00010818943010106207
counselor,7.192689753087813e-05
inspector,9.612765600672825e-05
mechanic,8.573396350141098e-05
manager,8.818517800327728e-05
therapist,7.187598964921937e-05
administrator,7.32343816248123e-05
salesperson,7.057614173753413e-05
receptionist,6.56889850982992e-05
librarian,7.313850511435512e-05
advisor,8.74962246714962e-05
pharmacist,9.094862751265014e-05
janitor,0.00010647383448916396
psychologist,6.981506890673655e-05
physician,7.926017788381343e-05
carpenter,9.2435137657084e-05
nurse,6.996270176354679e-05
investigator,8.27380346657967e-05
bartender,0.00011028428943131735
specialist,7.794251221354745e-05
electrician,8.897934095715284e-05
officer,0.00011323185577935595
pathologist,7.585359213615227e-05
teacher,9.091468892487764e-05
lawyer,0.00010871972053500686
planner,8.768628076302199e-05
practitioner,7.800190474214926e-05
plumber,0.00010069578992090185
instructor,7.842019783644486e-05
surgeon,8.729429007425e-05
veterinarian,6.596134226517322e-05
paramedic,7.285087558298349e-05
examiner,8.190993312414851e-05
chemist,7.9003093081437e-05
machinist,9.271513100620691e-05
appraiser,8.674363648764169e-05
nutritionist,6.566013729869259e-05
architect,9.006028497770586e-05
hairdresser,5.5540498889637995e-05
baker,8.005009851421753e-05
programmer,7.328359257708242e-05
paralegal,7.092231533281316e-05
hygienist,7.33404397116013e-05
scientist,7.936962982937963e-05
dispatcher,7.419399519407878e-05
cashier,7.039032796947984e-05
auditor,8.514428053886443e-05
dietitian,7.873752363211739e-05
painter,7.777281927468515e-05
broker,0.00011723576067181246
chef,8.839305185338361e-05
doctor,8.019264058286188e-05
firefighter,7.851607434690215e-05
secretary,6.956731721599756e-05
