technician,0.006437669020954826
accountant,0.005233851191836322
supervisor,0.005382085610114804
engineer,0.0074027848837638684
worker,0.005019670703657155
educator,0.00490397066408205
clerk,0.005079749640196669
counselor,0.00427288177598838
inspector,0.00752260082557108
mechanic,0.00599274431683415
manager,0.004718575189122102
therapist,0.0037683617602039523
administrator,0.004305942202802233
salesperson,0.004179452237709562
receptionist,0.00391814802040833
librarian,0.004700715855771534
advisor,0.005502894255614366
pharmacist,0.005009584155371186
janitor,0.005899678769909187
psychologist,0.005377642200510697
physician,0.004384753542862756
carpenter,0.0058779249836117394
nurse,0.00543283907119914
investigator,0.006141089883987587
bartender,0.005587435277755576
specialist,0.006753391218355117
electrician,0.006232959095693568
officer,0.007556653107612583
pathologist,0.0065954469701149255
teacher,0.004174036487565771
lawyer,0.005560211439573893
planner,0.005301645217841209
practitioner,0.004589240321909406
plumber,0.005202782111660017
instructor,0.004656293638236158
surgeon,0.006332155648499623
veterinarian,0.005510639889808731
paramedic,0.004718921362717382
examiner,0.0056900172046919295
chemist,0.0067761258298391965
machinist,0.0052785474634679625
appraiser,0.005507279121154569
nutritionist,0.004508387575794368
architect,0.0060700487835975755
hairdresser,0.004123890527202563
baker,0.005306634190243757
programmer,0.004831391297201247
paralegal,0.004877137968124444
hygienist,0.005546181227388755
scientist,0.006737759953291816
dispatcher,0.005740267526212534
cashier,0.005368903862623984
auditor,0.00557392856828683
dietitian,0.004398611516714944
painter,0.004533773639448175
broker,0.0060498688993080646
chef,0.005545370095140997
doctor,0.005114572328180606
firefighter,0.0050296384668859296
secretary,0.0045596696303832574
